train_batch,acc,loss,std_acc
0,0.0,4.125019550323486,
1,0.0,3.9963557720184326,
2,0.010416666977107525,3.995776891708374,
3,0.0078125,3.9397778511047363,
4,0.01875000074505806,3.906343460083008,
5,0.02083333395421505,3.892885208129883,
6,0.0446428582072258,3.8417556285858154,
7,0.05859375,3.7818470001220703,
8,0.0625,3.7701542377471924,
9,0.06562499701976776,3.7454593181610107,
10,0.059659089893102646,3.7504630088806152,
11,0.0598958320915699,3.7403738498687744,
12,0.06490384787321091,3.711571216583252,
13,0.0647321417927742,3.6945652961730957,
14,0.07083333283662796,3.6762516498565674,
15,0.06640625,3.6776435375213623,
16,0.06617647409439087,3.6652607917785645,
17,0.0659722238779068,3.6529834270477295,
18,0.06578947603702545,3.6438798904418945,
19,0.0625,3.6341655254364014,
20,0.0669642835855484,3.6221556663513184,
21,0.06960227340459824,3.6013543605804443,
22,0.07201086729764938,3.5925040245056152,
23,0.0703125,3.5899322032928467,
24,0.07124999910593033,3.5831117630004883,
25,0.078125,3.56933856010437,
26,0.08449073880910873,3.5509684085845947,
27,0.0870535746216774,3.538764238357544,
28,0.08728448301553726,3.5263915061950684,
29,0.08645833283662796,3.526869535446167,
30,0.08770161122083664,3.518036365509033,
31,0.08984375,3.505413770675659,
32,0.08806817978620529,3.5036096572875977,
33,0.09007352590560913,3.492593765258789,
34,0.08839285373687744,3.4914116859436035,
35,0.0876736119389534,3.482274293899536,
36,0.09037162363529205,3.471477508544922,
37,0.08963815867900848,3.4592092037200928,
38,0.09214743226766586,3.4545435905456543,
39,0.09140624850988388,3.445842742919922,
40,0.09451219439506531,3.4370675086975098,
41,0.096726194024086,3.426859140396118,
42,0.09665697813034058,3.425143241882324,
43,0.09872159361839294,3.4178361892700195,
44,0.10000000149011612,3.4141452312469482,
45,0.0991847813129425,3.408912420272827,
46,0.10039893537759781,3.4007773399353027,
47,0.1015625,3.399176836013794,
48,0.09948979318141937,3.398332357406616,
49,0.09875000268220901,3.391951322555542,
50,0.0347222238779068,3.825071334838867,
51,0.03879310190677643,3.7761690616607666,
52,0.0463709682226181,3.7310116291046143,
53,0.05113636329770088,3.703706741333008,
54,0.05714285746216774,3.672527313232422,
55,0.06418918818235397,3.6356406211853027,
56,0.06570512801408768,3.606555700302124,
57,0.07469512522220612,3.586524486541748,
58,0.07994186133146286,3.5604772567749023,
59,0.08472222089767456,3.5399868488311768,
60,0.08909574151039124,3.5139880180358887,
61,0.09056122601032257,3.4883005619049072,
62,0.10049019753932953,3.468109130859375,
63,0.10259433835744858,3.452880620956421,
64,0.10681818425655365,3.431367874145508,
65,0.10526315867900848,3.4163339138031006,
66,0.10487288236618042,3.407794237136841,
67,0.10860655456781387,3.389218330383301,
68,0.1091269850730896,3.375056266784668,
69,0.11057692021131516,3.3630106449127197,
70,0.1128731369972229,3.3539154529571533,
71,0.11775362491607666,3.3380751609802246,
72,0.11971831321716309,3.327329397201538,
73,0.12243150919675827,3.3109140396118164,
74,0.12583333253860474,3.2958285808563232,
75,0.12743505835533142,3.2851881980895996,
76,0.1305379718542099,3.2696170806884766,
77,0.1358024626970291,3.2522661685943604,
78,0.13554216921329498,3.2540600299835205,
79,0.13676470518112183,3.248293161392212,
80,0.1350574642419815,3.2457284927368164,
81,0.13412921130657196,3.236527919769287,
82,0.1359890103340149,3.2287490367889404,
83,0.13844086229801178,3.2214643955230713,
84,0.14013157784938812,3.213404893875122,
85,0.1430412381887436,3.2081010341644287,
86,0.14267677068710327,3.202716588973999,
87,0.1435643583536148,3.192476511001587,
88,0.14623786509037018,3.180906057357788,
89,0.15000000596046448,3.172485589981079,
90,0.15245327353477478,3.159656047821045,
91,0.15366972982883453,3.152287721633911,
92,0.15653152763843536,3.1410038471221924,
93,0.1576327383518219,3.13523530960083,
94,0.1608695685863495,3.1277575492858887,
95,0.16132478415966034,3.1218924522399902,
96,0.16439075767993927,3.112703323364258,
97,0.16735537350177765,3.1025521755218506,
98,0.16869919002056122,3.096966505050659,
99,0.1720000058412552,3.0897321701049805,
100,0.05787036940455437,3.7836155891418457,
101,0.07543103396892548,3.702786922454834,
102,0.08266129344701767,3.6540684700012207,
103,0.09848485141992569,3.5873122215270996,
104,0.11428571492433548,3.5252130031585693,
105,0.12837837636470795,3.466643810272217,
106,0.13621795177459717,3.426013946533203,
107,0.14176829159259796,3.3900816440582275,
108,0.14534883201122284,3.35915470123291,
109,0.14722222089767456,3.3260698318481445,
110,0.146276593208313,3.306881904602051,
111,0.15816326439380646,3.2777037620544434,
112,0.16544117033481598,3.2475435733795166,
113,0.17099057137966156,3.2227392196655273,
114,0.17272727191448212,3.197990894317627,
115,0.1743421107530594,3.177664041519165,
116,0.18114407360553741,3.1565966606140137,
117,0.1844262331724167,3.1466033458709717,
118,0.1855158656835556,3.1337850093841553,
119,0.1855769157409668,3.119353771209717,
120,0.19029851257801056,3.097259521484375,
121,0.19112318754196167,3.0877068042755127,
122,0.19366197288036346,3.072296619415283,
123,0.1969178020954132,3.059426784515381,
124,0.20416666567325592,3.043825626373291,
125,0.2053571492433548,3.037200450897217,
126,0.20727847516536713,3.0280752182006836,
127,0.20756173133850098,3.0169754028320312,
128,0.21310241520404816,3.0042266845703125,
129,0.21470588445663452,2.992025375366211,
