,acc_mean,acc_std,loss_mean,loss_std
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,,,,
36,,,,
37,,,,
38,,,,
39,,,,
40,,,,
41,,,,
42,,,,
43,,,,
44,,,,
45,,,,
46,,,,
47,,,,
48,,,,
49,0.08293855428695675,0.0069661475525495745,3.6550266122817994,0.01915521665553195
50,0.0831931839138269,0.007097093280086707,3.6489612078666687,0.018095263876457542
51,0.08346796840429302,0.0070285161428746325,3.642672591209412,0.01937686861772469
52,0.08386447381228206,0.006876450260763765,3.635505292415619,0.019330537430093636
53,0.08424799647182223,0.006876450260763765,3.6289014434814453,0.01975159793370899
54,0.08455156791955229,0.006901704125555885,3.622888219356537,0.020569911029152878
55,0.08476834714412686,0.006630965045991532,3.6167114639282225,0.02142654066751497
56,0.08506024274975058,0.006464225106368871,3.6101979851722716,0.02207278672510222
57,0.08540227781981226,0.006320055172908718,3.6037578129768373,0.022528114302430867
58,0.08594006851315494,0.006045982804462757,3.597388894557953,0.023147740410498625
59,0.08656506851315494,0.0058397433125677335,3.591211085319519,0.023520996272658978
60,0.08720155309885737,0.005515766652041086,3.585199282169342,0.02408350159987689
61,0.08781114064157006,0.005073073277439863,3.5793625354766845,0.024997134007913008
62,0.08839089177548881,0.0045464760114820165,3.5735534262657165,0.025962367645517972
63,0.08896956425160166,0.004041399716627242,3.5678723812103272,0.0265945130534674
64,0.08961350366473195,0.003644991484225077,3.5619769287109375,0.027245847078606875
65,0.09041359961032862,0.0033566632076881086,3.5560337710380554,0.027783785850764763
66,0.09119936726987357,0.0032156648245784004,3.550266454219818,0.028435814455967698
67,0.09195016421377654,0.0031810500393648885,3.5444479107856752,0.029096784936550706
68,0.09273519970476622,0.003185849722473308,3.538713226318359,0.029713811427002298
69,0.09354409389197821,0.0031603531972008857,3.5330376958847047,0.030298998502214836
70,0.09441074274480338,0.0031289430476138993,3.527333059310913,0.03076845370316433
71,0.09534309618175024,0.0031472845131488712,3.5214798069000244,0.0309336760928228
72,0.09627026244997974,0.003126987117741633,3.515654649734497,0.031001805630503684
73,0.09725395962595935,0.0031080684511163048,3.509803607463837,0.031082784899358576
74,0.09824562631547447,0.00309628345470281,3.5039881682395935,0.031186304302797088
75,0.09924119316041466,0.003245510693882907,3.498250331878662,0.031168976890437284
76,0.10020228080451485,0.003291921749791892,3.492618832588196,0.03148031060276544
77,0.10121583893895146,0.003339077856615427,3.4868923950195314,0.031824471652461765
