,acc_mean,acc_std,loss_mean,loss_std
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,,,,
36,,,,
37,,,,
38,,,,
39,,,,
40,,,,
41,,,,
42,,,,
43,,,,
44,,,,
45,,,,
46,,,,
47,,,,
48,,,,
49,0.1566553650796413,0.009230747714804595,3.33509268283844,0.03591372280258352
50,0.15679425393541652,0.00921943314773078,3.333232048352559,0.037453244036001025
51,0.1572037366777658,0.009214911501921915,3.3282794698079425,0.03752280173027787
52,0.15790714174509046,0.009458219857419676,3.323077425956726,0.038038750694045644
53,0.1585179371635119,0.009511583665847916,3.3182124312718706,0.038704791725597806
54,0.15945841334760186,0.009460978647026552,3.313264218966166,0.039062829120965196
55,0.16059955452879268,0.009512967024077827,3.3077126121520997,0.03925775152650898
56,0.16198081222673255,0.009594447937127555,3.301798644065857,0.039652725924966215
57,0.16350774305562177,0.009693963498566813,3.2957608222961428,0.03961540822653539
58,0.16520347940425076,0.009785940664728649,3.2893701076507567,0.03975627969173251
59,0.1669326461603244,0.009818072278662741,3.2829361550013227,0.039745454417032325
60,0.16878749785323932,0.009829589523825486,3.276185847918193,0.03984611766690073
61,0.170580298329393,0.009880173927315512,3.269277178446452,0.040136595291072365
62,0.17251060244937733,0.009985401250966893,3.261962145169576,0.040629507052430555
63,0.17447292280693844,0.010088375686809259,3.2542499081293736,0.04117164334810257
64,0.17650322578847405,0.010236946395492887,3.246447045008341,0.041720716085340274
65,0.17851505888005095,0.01031036423914438,3.23846026579539,0.04227983641385588
66,0.18047812802096203,0.010377901254943202,3.23048193136851,0.04277105380988946
67,0.18247019690771896,0.010494316305962561,3.2224875036875407,0.04306587029008688
68,0.18449592086176073,0.010484989870879067,3.2142774264017735,0.043384619954082326
69,0.18654159389436242,0.010579006898326214,3.2060209369659423,0.04367159686706165
70,0.1886415110280116,0.01075138388999141,3.1975937954584754,0.04374844433972915
71,0.19083642217020189,0.010967011102797424,3.1888983074824018,0.04380380387302467
72,0.1930363608648379,0.011062378948525868,3.1802170022328693,0.04390793321015631
73,0.19528414917488887,0.011153172539473722,3.17146231174469,0.04411417471579013
74,0.19748692703743775,0.011184709820714669,3.162738807996114,0.04439086469825283
75,0.19969274215400218,0.011285330653286916,3.1540988159179686,0.04462130797130502
76,0.2018502079695463,0.011412454194668097,3.1456320492426553,0.04480633275903284
77,0.20403789175053436,0.011558128530240814,3.1372383340199788,0.044898375869419464
78,0.20620327743391192,0.011648021755900873,3.128820095062256,0.04490035267313036
