batch,mean_loss,std_loss,mean_accuracy,std_accuracy
0,0.9865538597106933,0.1708762841951469,0.484375,0.04815948439819513
1,0.9654906988143921,0.1323004180984768,0.5,0.04021730523823047
2,0.9459523320198059,0.09297226637968345,0.503125,0.03855574335750137
3,0.913083529472351,0.06296254727094958,0.51953125,0.03537259819584928
4,0.8892091989517212,0.061631782322664745,0.5131250023841858,0.035589353468637126
5,0.8738119959831238,0.053470315779118885,0.5140624940395355,0.028204447406191508
6,0.8600669741630554,0.04964362136820352,0.5138392806053161,0.023538265052029512
7,0.8440610766410828,0.045351673755990037,0.51875,0.025488094168374727
8,0.8386041045188903,0.03888790640569869,0.5177083253860474,0.021663160535215296
9,0.8359561562538147,0.030656385337940257,0.5156249940395355,0.022426090159948748
10,0.8266184806823731,0.02710425624852458,0.5190340757369996,0.025342272673521467
11,0.8215376734733582,0.025457984393875716,0.5179687559604644,0.0274118753657414
12,0.8162130236625671,0.02402854505896923,0.5197115361690521,0.026505065236143037
13,0.8094894886016846,0.02346342549744992,0.5220982134342194,0.027861581063291355
14,0.8007007479667664,0.022346024286820483,0.5258333325386048,0.02862595202033591
15,0.7975351929664611,0.02093630017667387,0.526953125,0.027635165868474993
16,0.7925873041152954,0.020850023418776967,0.5277573585510253,0.028658215442482593
17,0.7876658082008362,0.020607310766644578,0.5303819417953491,0.03027012291100883
18,0.7824111461639405,0.018916793604518846,0.533552634716034,0.029001739574232504
19,0.776840889453888,0.019510070674077888,0.5371874928474426,0.024373246253640405
20,0.774444830417633,0.020584756256036115,0.5388392806053162,0.022619539354830354
21,0.7711294651031494,0.019175864524580824,0.5400568246841431,0.02237836660824328
22,0.7681905865669251,0.01895627254228517,0.542255437374115,0.020968634097001317
23,0.764696741104126,0.019067551677462574,0.5444010376930237,0.019690100489295384
24,0.7601137757301331,0.017777587165037773,0.5471250057220459,0.018464479782177187
25,0.7563998818397522,0.01739740563121829,0.5490384697914124,0.01852093362995947
26,0.7545666575431824,0.017400636494662773,0.5503472328186035,0.01669235603340325
27,0.7520993709564209,0.017588070427708536,0.55078125,0.01594067876887795
28,0.7482730746269226,0.015857603169184397,0.5538793206214905,0.016619833266119394
29,0.7463698625564575,0.01612371224900175,0.5544791698455811,0.018238843943397406
30,0.7430870652198791,0.016514711300917223,0.5560483813285828,0.018226895493129114
31,0.7404151558876038,0.015191119553679988,0.5572265625,0.017157372165244284
32,0.7369310140609742,0.014532188816755718,0.5608901500701904,0.01622884884797539
33,0.733408510684967,0.013813622151442764,0.5630514740943908,0.015791047517958255
34,0.7304458141326904,0.012709619691468768,0.5651785612106324,0.01628700845482212
35,0.7280608892440796,0.012895114492391974,0.5664930582046509,0.016347912548978123
36,0.7250591397285462,0.01397891645452694,0.5692567467689514,0.016382750363520295
37,0.7231057524681092,0.01364134520442008,0.5712171077728272,0.016275313996022552
38,0.7197035908699035,0.012699054679901864,0.5736378312110901,0.016326790320839706
39,0.7170927405357361,0.011692435038138271,0.5761718869209289,0.016602719911737042
40,0.714412260055542,0.011211451831266987,0.5786585450172425,0.01652091334504104
41,0.7126464366912841,0.01107446593428393,0.579092264175415,0.0160803055371948
42,0.7113020300865174,0.011046236860433658,0.5795784831047058,0.016726958304010373
43,0.7087801575660706,0.009691556697736541,0.5811789751052856,0.016680136570005742
44,0.7057634353637695,0.009794347208974543,0.5839583277702332,0.017078254378908444
45,0.7037698984146118,0.00931234486711313,0.585258150100708,0.01635558746329404
46,0.700877046585083,0.009740016551237138,0.5876994729042053,0.01619190883607478
47,0.6991503953933715,0.009567273024404539,0.5893229126930237,0.015558057777733444
48,0.6974708080291748,0.009286809236346581,0.5901785731315613,0.01532835855214516
49,0.6957128405570984,0.009477544012125678,0.5917499899864197,0.014620198149776288
50,0.6931103706359864,0.008863926827093882,0.5940563797950744,0.013644752815392904
51,0.690746545791626,0.008521015288413685,0.5958533644676208,0.014170481176566049
52,0.6887621641159057,0.00803241146617123,0.5975825667381287,0.013938990548851289
53,0.6866191267967224,0.007488548730572677,0.5987847208976745,0.014214497501620656
54,0.6842874646186828,0.007927745015247926,0.6009090900421142,0.01440400012494701
55,0.6818061470985413,0.007915490419904244,0.6028459787368774,0.014692360606340571
56,0.6804010748863221,0.006887834987484293,0.6043859601020813,0.014466824194090969
57,0.6782967567443847,0.006596708073376758,0.6065194010734558,0.013984768454200169
58,0.676014530658722,0.007261228093280869,0.6084745645523071,0.01503200904707815
59,0.6733349561691284,0.0070202898483127316,0.6110937714576721,0.014373247396389935
60,0.6704580068588257,0.007110907394870229,0.6134221315383911,0.014541200336408133
61,0.6692789554595947,0.0060799968898330335,0.614818561077118,0.014532614662026757
62,0.6674524426460267,0.006435752441253682,0.6166666626930237,0.013868500839152817
63,0.6662468075752258,0.005802905990011039,0.617578125,0.012966602561288829
64,0.6646937727928162,0.005983445602811623,0.6188461542129516,0.012794241548767944
65,0.6629043698310852,0.006535374516758895,0.6203598499298095,0.012867769227901251
66,0.6611563324928283,0.0063152943926208125,0.6219216346740722,0.01303197391916524
67,0.6589791536331177,0.006764128226386451,0.6236213326454163,0.0131848197169441
68,0.6578044295310974,0.006200118437816979,0.6246829628944397,0.012686816124925384
69,0.6556553602218628,0.006178687525070061,0.6264732003211975,0.012019003959080173
70,0.6543875098228454,0.006912919439322935,0.6276848554611206,0.012297792632741408
71,0.6530012965202332,0.006583592050189229,0.6289930462837219,0.011575804791830955
72,0.6513686418533325,0.007003429608269576,0.6301797986030578,0.011583370049515216
73,0.6501265406608582,0.006927158723121175,0.6316300749778747,0.011721703519063105
74,0.6481546998023987,0.008101689964804962,0.6332083344459534,0.01168767952485054
75,0.6462225198745728,0.007955138985170243,0.6346628308296204,0.010869204949526614
76,0.643849003314972,0.008338633725717042,0.6364853858947754,0.010654470891991319
77,0.6425865769386292,0.008753601278317298,0.6379807710647583,0.01112220467551398
78,0.641416585445404,0.008214318205549357,0.6392009496688843,0.010648647670809419
79,0.639614999294281,0.008641099191921794,0.6405078053474427,0.010572698204107464
80,0.6373814821243287,0.008573910274279868,0.6420910596847534,0.010337417684863733
81,0.6353381276130676,0.00845155077991066,0.64375,0.009681110850645696
82,0.6338345408439636,0.007873765184602304,0.6454066157341003,0.0093802069481746
83,0.6323623061180115,0.008502221097044849,0.6464657664299012,0.009231138181716503
84,0.6304611682891845,0.008545056937991118,0.6478308796882629,0.009203491951227114
85,0.6294225215911865,0.008843849594846003,0.648946225643158,0.008211527738680186
86,0.6282573223114014,0.008316086019826145,0.6499281525611877,0.008622941714354525
87,0.6270303010940552,0.008795325104820178,0.6508877992630004,0.008155445519289473
88,0.6259901046752929,0.007615585484845448,0.6519311785697937,0.008195746948805533
89,0.6251478433609009,0.006782332493425427,0.6529861092567444,0.008190496932605035
90,0.6234824657440186,0.007006680210365266,0.6541208863258362,0.008105235463215477
91,0.6219156384468079,0.007086189382475319,0.6556046009063721,0.007811957266219155
92,0.619874906539917,0.007115570884030988,0.6571236610412597,0.007656393531996291
93,0.6179094672203064,0.007635727899126427,0.6586103558540344,0.007464702841032955
94,0.6168859481811524,0.007304890668762574,0.6595394611358643,0.007178672723304111
95,0.6163121819496155,0.00670173680007598,0.6600260376930237,0.006891327186603728
96,0.6151479601860046,0.007001901252720407,0.6610824704170227,0.006836994249422384
97,0.6138447165489197,0.007126161124869036,0.6620535850524902,0.006566676208336808
98,0.6124946713447571,0.007024767627509727,0.6630366086959839,0.006387659262077937
99,0.6112648367881774,0.007299440574787515,0.6638750076293946,0.006107141037559174
100,0.4497905135154724,0.005362822974902502,0.7881104230880738,0.003811587642601613
101,0.45000033378601073,0.005254230622532135,0.7880054116249084,0.0037099184004308074
102,0.45007137656211854,0.005238571374313082,0.7880517721176148,0.0036095959431590285
103,0.4503416299819946,0.005300695402027243,0.7878682374954223,0.0036574875296040105
104,0.45043938755989077,0.005288653251078328,0.7878436088562012,0.003643282704344515
105,0.4504391968250275,0.005362577135922912,0.7878190875053406,0.0035557175137724394
106,0.4506256878376007,0.005541145769005753,0.7877632856369019,0.003635447846728842
107,0.4507338166236877,0.005580259293867722,0.7877312660217285,0.0037066198967240184
108,0.45082139372825625,0.005615803987292101,0.7876603126525878,0.003733245610711632
109,0.45098565220832826,0.005864588337210995,0.7876286983489991,0.003871137029305648
110,0.4508799076080322,0.005822323687507451,0.7877684354782104,0.0038786921940789755
111,0.45101563930511473,0.005925638974776933,0.7876823902130127,0.003923995837874249
112,0.451072633266449,0.005846558662358977,0.7877129197120667,0.003934748697947692
113,0.45118966698646545,0.0056678942568672026,0.7876892209053039,0.003823180425741336
114,0.451203453540802,0.005600676159165463,0.7877118587493896,0.0038722506945857113
115,0.45137324929237366,0.005746055579770508,0.787619125843048,0.003858130427161123
116,0.45146403908729554,0.00579067776466598,0.7876188278198242,0.0038075681724699375
117,0.4516788423061371,0.005758960780579,0.7874961733818054,0.0038692781268732765
118,0.45178178548812864,0.0055172628595396836,0.7874656796455384,0.0037135242796084884
119,0.45192227363586424,0.005529719333599302,0.7873592019081116,0.0036596241420691782
120,0.45197446942329406,0.005501790121208934,0.78737473487854,0.003693553949389879
121,0.4520085394382477,0.005535609015605714,0.7874129056930542,0.0037605117059746093
122,0.4520260334014893,0.0054393932888824,0.7874433279037476,0.0037424123023256364
123,0.4522101879119873,0.005543832700914268,0.7873379468917847,0.0037722850098128743
124,0.45216522216796873,0.005508316847232938,0.7874661564826966,0.0037076834215459768
125,0.4522105813026428,0.0054694184870449,0.7874512434005737,0.0036032322867198324
126,0.4522587537765503,0.005309766624358815,0.787458848953247,0.003531451812230323
127,0.4523918032646179,0.005272506663172687,0.787384307384491,0.003458085998585296
128,0.45226272344589236,0.0053317516183833576,0.7875186324119567,0.0035745916396808827
129,0.452424556016922,0.005351974862914389,0.7873848438262939,0.0035191259839103986
130,0.45244125127792356,0.00545840858064707,0.7873628854751586,0.0035907523524512956
131,0.4524448812007904,0.0054924440554671465,0.787392795085907,0.0036209763936008543
132,0.4524290323257446,0.005346267273652386,0.7873709201812744,0.0035251217592264183
133,0.4523239850997925,0.005314457251109135,0.7874595284461975,0.0035157238533780203
134,0.45232346653938293,0.005244345942881162,0.7874375939369201,0.0035574782943395395
135,0.45238847136497495,0.005373379183012979,0.7874523878097535,0.003670376100273209
136,0.45247970819473265,0.005363904023115338,0.7874232769012451,0.0036800651524722017
137,0.4525256216526031,0.005370105765425404,0.7874088644981384,0.003673929013728708
138,0.4524456441402435,0.005500233352892673,0.7874381899833679,0.0036978917256162203
139,0.4524169504642487,0.00545589653648092,0.787489116191864,0.0036745487994942648
140,0.45242096185684205,0.005351006622891733,0.7874891281127929,0.003621180159891676
141,0.4525687634944916,0.0054352000302364395,0.7874602675437927,0.0036200832813207567
142,0.4525477409362793,0.0055053562059783805,0.7874459505081177,0.003686221000417148
143,0.4525833547115326,0.005439689950540743,0.7874173164367676,0.0036272107308720027
144,0.4525787830352783,0.005296896448503438,0.7874748945236206,0.003579744484172264
145,0.4526284754276276,0.005274780608082581,0.7875035762786865,0.0035799189698142975
146,0.4526481211185455,0.005388077208543742,0.7875035762786865,0.0035334870988364925
147,0.4528508484363556,0.00536172154860941,0.7873966932296753,0.0036154440839350995
148,0.45287243127822874,0.005238881836073486,0.7873613834381104,0.003518311446419763
149,0.4529261589050293,0.005261691358087633,0.7873758912086487,0.0035783071101558894
150,0.4529365301132202,0.005300116909827898,0.7874186396598816,0.003621953915424446
151,0.45291043519973756,0.0052519434963036555,0.7874188184738159,0.0036654106141141398
152,0.4527682840824127,0.005250137997466094,0.7874542117118836,0.0035915781898303487
153,0.45280014276504515,0.005168524788089863,0.787384033203125,0.0035570949486202486
154,0.4528046488761902,0.005172937449144519,0.7874263644218444,0.0034981968916646456
155,0.452782130241394,0.0051394210790884345,0.787461519241333,0.003438072414390631
