batch,mean_loss,std_loss,mean_accuracy,std_accuracy
0,1.0142678141593933,0.183072001168708,0.453125,0.03125
1,0.9656266689300537,0.11702714346187375,0.465625,0.03249474116107097
2,0.9459240436553955,0.11041326417794424,0.47083333134651184,0.04534540356538578
3,0.9262301683425903,0.1119790283250002,0.478125,0.050976188336749446
4,0.909319806098938,0.09193192531457202,0.4887499988079071,0.045101878863536914
5,0.905391788482666,0.06903210734024742,0.48645833134651184,0.035247766110328815
6,0.8970837116241455,0.06742639523771517,0.4848214328289032,0.03590213949797656
7,0.8953672528266907,0.06152415228776297,0.48671875,0.036497839458744
8,0.8879383563995361,0.05870253800174674,0.4875000059604645,0.03400740827451528
9,0.8798140406608581,0.05180332257518811,0.4915624976158142,0.03670379618246246
10,0.8752777457237244,0.049904386735939076,0.49403409361839296,0.03475618387437373
11,0.8690498352050782,0.039528366412638745,0.49661458730697633,0.03034999157497034
12,0.864235234260559,0.03650784043203541,0.4973557651042938,0.030964397772423293
13,0.8651084303855896,0.03987081414098788,0.4962053656578064,0.03153371724650794
14,0.8627241611480713,0.04192639573169682,0.49729166030883787,0.02889192238268704
15,0.856509017944336,0.03855490472669164,0.5001953125,0.02725116860220028
16,0.8512700438499451,0.03660979886295672,0.5011029362678527,0.025174418306139708
17,0.8466508388519287,0.036291996480384114,0.5027777850627899,0.0221855790922414
18,0.8456850051879883,0.036471831978803465,0.5013157904148102,0.02074423249006574
19,0.844363522529602,0.037551653898502624,0.5026562511920929,0.02205977593468679
20,0.8429043650627136,0.03716122021828864,0.5017857074737548,0.022473438367036382
21,0.8399359822273255,0.0367682667961538,0.5024147748947143,0.02326252504059441
22,0.8383289337158203,0.03518047412613524,0.5024456560611725,0.02194304775715621
23,0.8365976452827454,0.03504938154127937,0.50234375,0.022252865857309304
24,0.8349823474884033,0.03492413848647515,0.5017499983310699,0.023735190716865827
25,0.8323742985725403,0.035605732366442114,0.5010817348957062,0.025597022659438654
26,0.8319179773330688,0.034407918190993356,0.49918981194496154,0.026394844791604366
27,0.8306778550148011,0.03384349093001258,0.49921874403953553,0.024593483424865604
28,0.8300828218460083,0.03340587661968153,0.4988146543502808,0.02387588851847767
