train_batch,acc,loss,std_acc
0,0.03125,4.215902328491211,
1,0.046875,4.084655284881592,
2,0.0520833320915699,4.128238201141357,
3,0.0546875,4.022360324859619,
4,0.0625,3.9406707286834717,
5,0.078125,3.9284965991973877,
6,0.0714285746216774,3.930222988128662,
7,0.0703125,3.9087839126586914,
8,0.0729166641831398,3.878591299057007,
9,0.07187499850988388,3.8543670177459717,
10,0.07670454680919647,3.8218343257904053,
11,0.0859375,3.7869088649749756,
12,0.09134615212678909,3.7598330974578857,
13,0.0915178582072258,3.732499599456787,
14,0.08749999850988388,3.7280733585357666,
15,0.08203125,3.709434747695923,
16,0.07904411852359772,3.692901372909546,
17,0.0763888880610466,3.695284843444824,
18,0.07565789669752121,3.6786186695098877,
19,0.07968749850988388,3.66186785697937,
20,0.0818452388048172,3.6463184356689453,
21,0.07954545319080353,3.6511855125427246,
22,0.08288043737411499,3.640707015991211,
23,0.0833333358168602,3.63140606880188,
24,0.08500000089406967,3.6156399250030518,
25,0.08293269574642181,3.6050639152526855,
26,0.08796296268701553,3.5836868286132812,
27,0.0904017835855484,3.5775864124298096,
28,0.09590516984462738,3.559572458267212,
29,0.0989583358168602,3.553053617477417,
30,0.10080645233392715,3.5420267581939697,
31,0.1015625,3.5350170135498047,
32,0.10227272659540176,3.529528856277466,
33,0.10018382221460342,3.5281929969787598,
34,0.10000000149011612,3.512786865234375,
35,0.1024305522441864,3.4984312057495117,
36,0.10388513654470444,3.486178398132324,
37,0.10444078594446182,3.4801604747772217,
38,0.10256410390138626,3.479457378387451,
39,0.1015625,3.477146625518799,
40,0.10213414579629898,3.4712610244750977,
41,0.1026785746216774,3.4651424884796143,
42,0.10537790507078171,3.458120346069336,
43,0.10369317978620529,3.449359655380249,
44,0.10625000298023224,3.44206166267395,
45,0.10869564861059189,3.4358325004577637,
46,0.10704787075519562,3.4349894523620605,
47,0.107421875,3.4291131496429443,
48,0.10969387739896774,3.4258453845977783,
49,0.11124999821186066,3.4180002212524414,
50,0.039351850748062134,3.875157117843628,
51,0.047413792461156845,3.8155360221862793,
52,0.05645161122083664,3.768235206604004,
53,0.07386363297700882,3.707054615020752,
54,0.07857143133878708,3.6780683994293213,
55,0.07770270109176636,3.6499452590942383,
56,0.07852564007043839,3.627397298812866,
57,0.08231707662343979,3.6028735637664795,
58,0.09011627733707428,3.58205246925354,
59,0.09583333134651184,3.558673143386841,
60,0.0970744714140892,3.5411317348480225,
61,0.0982142835855484,3.5273733139038086,
62,0.10049019753932953,3.5113348960876465,
63,0.10259433835744858,3.490858554840088,
64,0.10454545170068741,3.4733452796936035,
65,0.1107456162571907,3.4557363986968994,
66,0.11228813230991364,3.4449880123138428,
67,0.11270491778850555,3.4277265071868896,
68,0.1130952388048172,3.4136996269226074,
69,0.11634615063667297,3.3987808227539062,
70,0.12033581733703613,3.3776843547821045,
71,0.12409420311450958,3.3643643856048584,
72,0.128521129488945,3.351857900619507,
73,0.13184931874275208,3.341717004776001,
74,0.1341666728258133,3.3285279273986816,
75,0.13798701763153076,3.3175594806671143,
76,0.1376582235097885,3.3131191730499268,
77,0.1427469104528427,3.3034324645996094,
78,0.14909638464450836,3.286871910095215,
79,0.15294118225574493,3.272388458251953,
80,0.1551724076271057,3.261725425720215,
81,0.15800562500953674,3.2570924758911133,
82,0.1586538404226303,3.2528645992279053,
83,0.16129031777381897,3.2409684658050537,
84,0.16381579637527466,3.2305097579956055,
85,0.1630154699087143,3.224249839782715,
86,0.16287878155708313,3.2211484909057617,
87,0.16274753212928772,3.216120958328247,
88,0.1650485396385193,3.204746961593628,
89,0.16547618806362152,3.197598934173584,
90,0.1699766367673874,3.181640148162842,
91,0.17029815912246704,3.176325798034668,
92,0.17060810327529907,3.167527198791504,
93,0.1720132678747177,3.157971143722534,
94,0.17010869085788727,3.15425705909729,
95,0.17040598392486572,3.1495699882507324,
96,0.17331932485103607,3.1435306072235107,
97,0.17252066731452942,3.142075777053833,
98,0.17327235639095306,3.140193223953247,
99,0.17299999296665192,3.1345317363739014,
100,0.08101851493120193,3.5381581783294678,
101,0.10129310190677643,3.487253427505493,
102,0.11088709533214569,3.4437501430511475,
103,0.11742424219846725,3.3861310482025146,
104,0.11964285373687744,3.3715600967407227,
105,0.125,3.341477394104004,
106,0.1330128163099289,3.312995672225952,
107,0.13719512522220612,3.2851402759552,
108,0.14680232107639313,3.249584913253784,
109,0.15833333134651184,3.2155864238739014,
110,0.16489361226558685,3.1955249309539795,
111,0.16836734116077423,3.173849105834961,
112,0.17401960492134094,3.151632070541382,
113,0.1804245263338089,3.124906063079834,
114,0.1818181872367859,3.1092405319213867,
115,0.18530701100826263,3.0937016010284424,
116,0.18855932354927063,3.07704496383667,
117,0.19364753365516663,3.0614752769470215,
118,0.1984127014875412,3.0466034412384033,
119,0.20000000298023224,3.0391416549682617,
120,0.19869403541088104,3.032961368560791,
121,0.19927535951137543,3.0217368602752686,
122,0.20334507524967194,3.006268262863159,
123,0.204623281955719,2.99515438079834,
124,0.20499999821186066,2.9878766536712646,
125,0.20454545319080353,2.9836220741271973,
126,0.2056961953639984,2.9753620624542236,
127,0.20601852238178253,2.9705352783203125,
128,0.20858433842658997,2.9604332447052,
129,0.21102941036224365,2.952932357788086,
130,0.21120689809322357,2.9422810077667236,
131,0.21348313987255096,2.934356451034546,
132,0.21497252583503723,2.9241020679473877,
133,0.21438172459602356,2.918084144592285,
134,0.21250000596046448,2.917527437210083,
135,0.2164948433637619,2.90531587600708,
136,0.21906565129756927,2.8952434062957764,
137,0.22091583907604218,2.8876683712005615,
138,0.22633494436740875,2.8749561309814453,
139,0.22857142984867096,2.8680734634399414,
140,0.22955606877803802,2.8652474880218506,
141,0.2305045872926712,2.8634018898010254,
142,0.23254504799842834,2.852497100830078,
143,0.23506636917591095,2.846625566482544,
144,0.239673912525177,2.8347480297088623,
145,0.24038460850715637,2.8314242362976074,
146,0.2421218454837799,2.8253791332244873,
147,0.24483470618724823,2.818246603012085,
148,0.24542683362960815,2.8113157749176025,
149,0.24500000476837158,2.807926654815674,
150,0.0833333358168602,3.524120807647705,
151,0.09698276221752167,3.436774730682373,
152,0.11491935700178146,3.3752167224884033,
153,0.13257575035095215,3.3090600967407227,
154,0.14107142388820648,3.2612876892089844,
155,0.15540540218353271,3.1979994773864746,
156,0.16826923191547394,3.1560585498809814,
157,0.17225609719753265,3.131728410720825,
158,0.17296510934829712,3.1017279624938965,
