batch,mean_loss,std_loss,mean_accuracy,std_accuracy
0,8.023502349853516,0.013913180455628251,0.1171875,0.05524271728019903
1,8.022128105163574,0.004025866969760598,0.1171875,0.02209708691207961
2,8.024125576019287,0.00673338051810043,0.1119791641831398,0.011048543456039806
3,8.02940559387207,0.006997051202384584,0.10546875,0.005524271728019903
4,8.031429290771484,0.006632902431250459,0.10312499850988388,0.01325825003990534
5,8.026222705841064,0.003820190349027435,0.1080729179084301,0.012889965609261084
6,8.024063110351562,0.003916622338420361,0.1060267873108387,0.004735087794721603
7,8.022847175598145,0.00039112275418109663,0.1044921875,0.01242961138804478
8,8.023944854736328,0.00039516885163814243,0.1015625,0.013503776505905554
9,8.023953914642334,0.003399396213494669,0.1015625,0.015467956623770877
10,8.024785995483398,0.006373952193999526,0.10085227340459824,0.018079438577778637
11,8.022942543029785,0.008351145151342587,0.1041666641831398,0.016572815184059706
12,8.021197319030762,0.006906688359177226,0.10576923191547394,0.018697532647903026
13,8.020410060882568,0.007947209755214178,0.10546875,0.016572815184059706
14,8.01987886428833,0.007259373187516388,0.10312500223517418,0.016204530753415453
15,8.019372463226318,0.006722590924881641,0.1025390625,0.016572815184059706
16,8.017706871032715,0.00747583940146834,0.10202205926179886,0.019497427149079156
17,8.017158031463623,0.006904665310448704,0.1019965261220932,0.016572815184059706
18,8.016626358032227,0.005814242045774853,0.10115131363272667,0.015119059743441632
19,8.01596736907959,0.005614634571227259,0.10039062798023224,0.013810679320049757
20,8.01574420928955,0.004197151762108871,0.1004464291036129,0.01052241907772225
21,8.014721870422363,0.004116229812967955,0.09978693351149559,0.008537513247101697
22,8.01437520980835,0.0031633738618336623,0.10054347664117813,0.00576445608097136
23,8.013545989990234,0.0028956570800924637,0.1005859375,0.006905339660024878
24,8.012219429016113,0.002352131321695974,0.10187499970197678,0.006187188971535627
25,8.010969161987305,0.0016845252412834126,0.10426682606339455,0.004674385796153788
26,8.009994983673096,0.0016514821120508717,0.10532407462596893,0.004910466099731497
27,8.009733200073242,0.0021093654742732246,0.1057477705180645,0.00670804499378932
28,8.009305953979492,0.002338644330172488,0.10695043206214905,0.005714764946577016
29,8.00852108001709,0.0026097328597945585,0.1080729141831398,0.006260840589308415
30,8.007835865020752,0.002609058510218384,0.10962701588869095,0.006771692003396833
31,8.007598400115967,0.001926616739129988,0.10888671875,0.005524271728019903
32,8.00657844543457,0.0010978411100117677,0.10866477340459824,0.004352452362159388
33,8.005923748016357,0.001271148951088564,0.10891544073820114,0.0038994896445006823
34,8.005220890045166,0.001240128870584546,0.10982142761349678,0.005682106407337137
35,8.004805088043213,0.0009258819680873201,0.109375,0.004910466099731497
36,8.003945350646973,0.0006810930719360475,0.109375,0.004777745673770692
37,8.002935409545898,0.0010910976142500246,0.1106085516512394,0.004652016356306631
38,8.002214908599854,0.0009582507477436867,0.10977564007043839,0.005099326127908813
39,8.001783847808838,0.0005657792944102415,0.10996093600988388,0.003590774515870511
40,8.001087188720703,0.0005704997414434617,0.109375,0.003772669777331402
41,8.000011205673218,0.0005951135009738237,0.1097470261156559,0.004208968684760113
42,7.999648571014404,0.0007910120528524592,0.10955668613314629,0.005395802865402634
43,7.998859643936157,0.0006982889861284923,0.109375,0.005524271728019903
44,7.998254776000977,0.00041000454231397715,0.10954860970377922,0.005155987297375647
45,7.997547626495361,0.0006244477075374059,0.10988451167941093,0.004563529047858009
46,7.996680498123169,0.0006423179713060251,0.10987367108464241,0.00493658134074006
47,7.995900869369507,0.0003024457849141756,0.1106770820915699,0.003682849574798623
48,7.995230197906494,0.0004909264914548936,0.11065050959587097,0.005411528908253261
49,7.994708776473999,0.00037122944168395465,0.11140625178813934,0.005524271728019903
50,7.993872404098511,0.0005114941535282099,0.11182598024606705,0.0056325891286929
51,7.993353366851807,0.00022860450632308923,0.11162860691547394,0.005311798927964358
52,7.992656946182251,0.0005141915518329072,0.11143868044018745,0.0054200373032963975
53,7.992080211639404,0.0007943838007333307,0.11168981716036797,0.006956490129048912
54,7.991639614105225,0.0007518997774343495,0.112073864787817,0.00662912501995267
55,7.991060256958008,0.0006878365676977906,0.1116071417927742,0.00591886106049102
56,7.9903905391693115,0.0005924161026691265,0.11170504242181778,0.0052335216935675
57,7.989962100982666,0.0005340848643300491,0.11112607643008232,0.005143290559261739
58,7.98925518989563,0.00017566806459340633,0.11136122792959213,0.005430642504052952
59,7.988286256790161,0.0003530220031272484,0.11250000074505806,0.00662912501995267
60,7.987480163574219,0.0003931458029096195,0.11270491778850555,0.007244948428613535
61,7.9869139194488525,0.00033279151584201925,0.11202117055654526,0.0069498888789008935
62,7.986098766326904,7.687585168387071e-05,0.1124751977622509,0.007190320844587352
63,7.985355854034424,3.102008050401801e-05,0.1129150390625,0.0070779731515255
64,7.98460841178894,0.0002714257044101576,0.11286057904362679,0.007309037980130413
65,7.984067916870117,0.0004497911673082611,0.11280776560306549,0.00686348783945356
66,7.9832603931427,0.0005276785433563933,0.11345615610480309,0.007090854282101642
67,7.982495546340942,0.00034155806033228523,0.113625917583704,0.006011705299404456
68,7.9818947315216064,0.0002491721683964055,0.11367753520607948,0.006404956469435352
69,7.981257677078247,0.00026872830610546035,0.11406249925494194,0.005682106407337137
70,7.9807093143463135,0.00043529265142051355,0.11377640813589096,0.006224531079316279
71,7.980023622512817,0.0004245030582017247,0.1139322891831398,0.005831174542164105
72,7.979233980178833,0.0005782547615694661,0.11397688463330269,0.007113444992903482
73,7.978647708892822,0.0005752201884766817,0.1142314188182354,0.006569402935612733
74,7.978232383728027,0.0009252076185111458,0.11354166641831398,0.0076603214257565866
75,7.977565288543701,0.0009238589193587972,0.11338404566049576,0.008286407592029853
76,7.976947784423828,0.0010155704617185026,0.11353490501642227,0.007891818259558736
77,7.976309299468994,0.0011369533854298775,0.11398237198591232,0.007932289770841322
78,7.975700378417969,0.001246872366346289,0.11431962251663208,0.007552167344121569
79,7.975051403045654,0.0012617080570221238,0.11445312574505806,0.00745776367181323
80,7.974446535110474,0.0012350712487632387,0.11439042910933495,0.007638499894940072
81,7.973875522613525,0.0010492879405272178,0.11499618738889694,0.006871653791352546
82,7.973184823989868,0.0012438377932535046,0.11539909616112709,0.00772066517611206
83,7.972591161727905,0.0011359418610656158,0.1151413694024086,0.007365699149597246
84,7.971760034561157,0.0011851693801263401,0.11553309112787247,0.00766898787148164
85,7.971108436584473,0.0013790448832764527,0.11500727012753487,0.008222170526543187
86,7.970412969589233,0.0014130995368732552,0.1149425283074379,0.007873674041274797
87,7.969647407531738,0.0013743244362432326,0.11505681648850441,0.007784201550242232
88,7.969044208526611,0.0015294248387633226,0.11490519717335701,0.007820879845158838
89,7.968486309051514,0.0017762367836431181,0.11519097164273262,0.0082250259755298
90,7.96769642829895,0.0016781189203097567,0.11581387370824814,0.007891818259558736
91,7.9671173095703125,0.0016615973556934863,0.11591372266411781,0.007806033617770875
92,7.966498613357544,0.0015021136809282632,0.11550739035010338,0.00772209816896143
93,7.965864181518555,0.0014653616290267637,0.11577460169792175,0.007639948692857634
94,7.9653050899505615,0.00148120884406686,0.11570723727345467,0.007326929317323288
95,7.9644880294799805,0.0017135222730589078,0.1162109375,0.008286407592029853
96,7.9638001918792725,0.0017522973736889302,0.11646262928843498,0.007973177482252953
97,7.963166952133179,0.001740833430893967,0.11678890138864517,0.007779075439792095
98,7.9624364376068115,0.0016046148165067575,0.11750315502285957,0.0077004979090995965
99,7.961798906326294,0.0015870817275262256,0.11757812649011612,0.007844466275256748
100,7.886249780654907,0.0017860148524976454,0.24378974735736847,0.08663181451635417
101,7.886403560638428,0.0017034070294162933,0.24284163117408752,0.08608439017447042
102,7.8865087032318115,0.0018810981427382224,0.2420525923371315,0.08575196744355287
103,7.886542081832886,0.0017192542444563893,0.24117590487003326,0.08473423695584818
104,7.886543035507202,0.001701046805899683,0.24050388485193253,0.08414022980964778
105,7.886567115783691,0.0015934880484998815,0.2396475374698639,0.08355355621508825
106,7.886508941650391,0.001583372804857267,0.23894525319337845,0.08317709002747682
107,7.886446714401245,0.0016491218885342617,0.23844178020954132,0.0832088160676934
108,7.886461973190308,0.0016133813609970236,0.23775529861450195,0.08297273049575962
109,7.8865065574646,0.0016042776417186705,0.23721804469823837,0.08240717247230406
110,7.8864662647247314,0.0016234966046396382,0.2365937978029251,0.08198053046154041
111,7.8865275382995605,0.0016656434531505321,0.23565193265676498,0.08149326020919384
112,7.886504411697388,0.0015574103461745562,0.2350904792547226,0.08088121421183077
113,7.886502981185913,0.001627542702096684,0.23448972404003143,0.08047104108212275
114,7.886383771896362,0.0015486438016842903,0.2341240793466568,0.07987209221793443
115,7.886250734329224,0.0015250415665181895,0.23362662643194199,0.07960082456420618
116,7.886180639266968,0.0016127070114208492,0.23295453935861588,0.07971531647818603
117,7.886141538619995,0.001563479492360125,0.2322005033493042,0.07919443411415202
118,7.886000394821167,0.0014677218525433737,0.2321237474679947,0.07861645330709788
119,7.885918855667114,0.001477162746609814,0.23156028240919113,0.07835846191065056
120,7.8858020305633545,0.0015378542084655013,0.23109132051467896,0.07822804902464572
121,7.885646343231201,0.001574606260367001,0.2307591214776039,0.07828506317396884
122,7.885489463806152,0.0016150672349374592,0.23034344613552094,0.07772504746109246
123,7.885364770889282,0.001563479492360125,0.22984569519758224,0.07729383251726538
124,7.885256052017212,0.0016221479054872895,0.2294827625155449,0.07668451552834338
125,7.8850953578948975,0.0016538423355674818,0.2289523258805275,0.07644560611755938
126,7.885035991668701,0.0017748880844907695,0.22817189246416092,0.07645049515198664
127,7.884902000427246,0.0016838508917072384,0.22778154909610748,0.07567578339279578
128,7.884697914123535,0.001634623372646514,0.22714237868785858,0.07490942724632219
129,7.884511232376099,0.0016619345304815735,0.22671979665756226,0.07444789818170364
130,7.884381055831909,0.0016214735559111151,0.22613484412431717,0.073991310835073
131,7.8842103481292725,0.001610009613116152,0.22576361149549484,0.07348089142618182
132,7.883967638015747,0.0016241709542158124,0.2254788652062416,0.0730926135842752
133,7.8837666511535645,0.0015961854468045788,0.22511497884988785,0.07282455962774592
134,7.8836164474487305,0.0016885713387404585,0.22483660280704498,0.07279041014373996
135,7.8834898471832275,0.0017003724563235088,0.22435792535543442,0.07235430616548562
136,7.8832786083221436,0.0017866892020738199,0.22400549799203873,0.07209423903674915
137,7.883145332336426,0.0017202657688206507,0.22357624769210815,0.07183685876960524
138,7.88293719291687,0.00184468326562481,0.2234715074300766,0.0714689378555294
139,7.882858514785767,0.001942463954170084,0.22285032272338867,0.07116107620058157
140,7.882623672485352,0.002031140923437005,0.22251266986131668,0.0710243412873001
141,7.882379531860352,0.0021188063683396647,0.22213903814554214,0.07083328962300021
142,7.88221287727356,0.0021204922422801004,0.2218475565314293,0.07042233677659475
143,7.881984710693359,0.0021113885230017474,0.22159800678491592,0.07018102499544562
144,7.881763935089111,0.0020830658408024266,0.22119565308094025,0.06983229143415436
145,7.881573438644409,0.0021474662253270728,0.22095178812742233,0.06992403458665045
146,7.88139271736145,0.0021056565516042658,0.22044126689434052,0.07006924101648261
147,7.8811163902282715,0.0020554175081792803,0.22039474546909332,0.06967209126296445
148,7.880842924118042,0.0020651955770338076,0.22031059861183167,0.06976327596971776
149,7.880603313446045,0.002107342425544702,0.22007576376199722,0.06921076239587633
150,7.880373954772949,0.0019873082009856753,0.21973010152578354,0.0685036436449848
151,7.88012957572937,0.002051034235934147,0.21931272745132446,0.06822773983792037
152,7.879856109619141,0.0020601379552125003,0.21889934688806534,0.0681656891402002
153,7.879611253738403,0.002038221593986835,0.2185642123222351,0.06757872051770111
154,7.879364728927612,0.002067892975338505,0.21823224425315857,0.06772952194167309
155,7.879106283187866,0.002067892975338505,0.21768256276845932,0.06767069547786402
156,7.878788471221924,0.0020675558005504176,0.21754103153944016,0.06756060790955355
157,7.878614902496338,0.0020736249467359865,0.217036172747612,0.06714214238740102
158,7.87828254699707,0.001981913404376281,0.2165360078215599,0.0666249057257632
159,7.877952575683594,0.002070253198855115,0.2164739891886711,0.06682771636079762
160,7.877708911895752,0.0020662071013980692,0.2160888910293579,0.06646924687750033
161,7.877360582351685,0.0020517085855103214,0.21606529504060745,0.06631658045548175
162,7.877029180526733,0.002083403015590514,0.21600627154111862,0.06611488671193287
163,7.87671160697937,0.0021245383397371464,0.21580591052770615,0.06631634864781494
164,7.876465082168579,0.002170394110916999,0.21560733765363693,0.0663162222072694
165,7.876188278198242,0.0022334457962892964,0.21519965678453445,0.06621669242451093
166,7.876006841659546,0.0023612350409743274,0.2146906480193138,0.06636549187317864
167,7.8757004737854,0.0023076242496684702,0.21446488797664642,0.06621735623737497
168,7.875395774841309,0.0023244829890728277,0.21417175978422165,0.06577623678414783
169,7.875054597854614,0.0022843591892904567,0.2141919955611229,0.06538785357511995
170,7.874714374542236,0.0022361431945939936,0.21397139877080917,0.06495424679763986
171,7.874472141265869,0.0022577223810315715,0.21361583471298218,0.06481489877975072
172,7.874174356460571,0.0022182729308253745,0.21343374997377396,0.06424299765559427
173,7.873873710632324,0.0022543506331507,0.21304967999458313,0.06396399605516428
174,7.873582363128662,0.0022482814869651314,0.21263513714075089,0.06383071718346071
175,7.873241901397705,0.002230074048408425,0.2125941887497902,0.06374617060534786
176,7.872900724411011,0.0021555584202411645,0.2124866023659706,0.06337814432415073
177,7.872520208358765,0.002125887038889495,0.21227988600730896,0.06287176047600447
178,7.872167348861694,0.002167696712612302,0.21214134246110916,0.06274539368745667
179,7.871801376342773,0.002195007870447361,0.21197090297937393,0.06266687410868088
180,7.871430158615112,0.002274918295224016,0.21186776459217072,0.062495873807560054
181,7.871047019958496,0.002180846529347701,0.2117326855659485,0.061816192655049125
182,7.870718479156494,0.0020803684424977294,0.2117946743965149,0.06095749276348817
183,7.8703882694244385,0.002003829765601946,0.21146591752767563,0.06056579049014005
184,7.870120048522949,0.0020399074679272712,0.21107512712478638,0.06026893969936569
185,7.869784116744995,0.0019316743609512953,0.21081656962633133,0.05979212186544982
186,7.869440078735352,0.0018942479594736214,0.2104637771844864,0.059273789385750716
187,7.869117259979248,0.0019454985272628685,0.210433728992939,0.05903111836873712
188,7.868777275085449,0.0019589855187863545,0.21014907956123352,0.0589706060309876
189,7.8684539794921875,0.001950893323872263,0.2099302038550377,0.05864140753398114
190,7.86810827255249,0.00194887027514374,0.20983949303627014,0.05840423668069821
191,7.86779260635376,0.0018989684065068414,0.20952919870615005,0.05794642707546075
